arm_1,arm_2,arm_3,arm_4,arm_5,arm_6,arm_7,ee_x,ee_y,ee_z,ee_quat_x,ee_quat_y,ee_quat_z,ee_quat_w
0.40769084839177044,0.4384583039040362,-0.6290948037031816,1.2193632909539596,1.1094796559219084,0.16938447117741107,-1.2429064487866408,0.5740495285691252,-0.5120371236461669,0.5436795707410085,-0.37974739417374753,-0.8038388120494752,-0.22686821778249605,-0.3977007576323312
1.4234722757719962,0.8074596406758683,0.20867989799751818,1.2752140649812314,-0.0036840139324072485,-0.6903667921459271,0.19764996976964588,0.7467498698864921,-0.18507778760414834,0.685050964746578,-0.6091116605001328,-0.7387449106951307,-0.27549537700976645,-0.0856810318043662
2.46034753092695,0.3639278664935264,0.3105681158961304,1.7826477190664156,1.111303287242517,-0.9671994860141294,-1.133833693575695,0.4601745849890614,0.2816528806466555,0.37319115431135735,-0.1750399676611744,-0.39221929874087985,-0.7883601760687544,0.44046936806687176
1.8042696142683856,-0.9649855159745755,-2.4746587471146606,1.6740106198219848,1.5575780756591888,-0.0007670612946319988,-1.5950815869077224,0.5663238640549947,0.39505657324172616,0.5457269932883253,0.7694783672431748,-0.4843922399194558,0.014367254033557486,-0.41600574787149924
2.4543164899949916,-0.13683606792053493,-3.181998819231933,1.6638010812988357,1.4078168070713242,-1.0392178791019113,-1.2839239302282817,0.3491039720206614,0.34119061969612263,0.93210609323324,0.8424949351029326,0.4070155310032833,-0.24468924872419862,-0.25429866969138515
2.234952853658604,0.2879324305368123,-2.31330269036063,1.9728930337700497,-1.4743166182782859,0.32079709877451434,-1.5092178471615059,0.08610747877524966,0.3669179087057696,0.8923417889762268,-0.21022910463823313,0.5516132971904808,0.188330094609879,-0.7848937949747641
0.8756837962977722,-0.2789123672216529,-3.223630487016477,1.0237537836293935,0.35487301805764226,-0.8913321951162052,1.2678655362161908,0.6480675243448293,-0.4010847980755841,0.7822388199491999,0.9068744346046073,-0.22828846487194804,0.3284978645586492,-0.13248505443026432
2.4809019318032886,0.8308794722299393,-0.895198203582356,-0.1511426518515135,1.3421678719885264,0.19511159269412515,-1.0402835699768058,0.45931463457402755,0.4251430326525337,1.1400484518515857,0.21235568568761687,-0.2591299817553312,-0.05630199530480272,-0.9405247474874446
0.538265083792625,-0.9002709485256322,-2.068182904954741,1.2294862741625117,-0.13362080849553126,-0.5929013387971569,-1.7974559787746374,0.6559199899577742,-0.2530157055517707,0.3353281009904092,-0.12525935990669707,-0.6620622763334321,-0.4867817352793141,-0.5559021291652145
0.8891517656539534,-0.44149751390154235,-1.2066712526482135,-0.0238832432304949,0.9371457896659454,0.9834817708330985,-1.4248339813855857,0.6544839670951504,-0.47057643470621613,0.3710659096440054,-0.7232692211771738,-0.5364375936716256,0.09417379525126984,-0.4245558126813632
0.3804602732748024,0.034599907083257,-2.760165021113668,1.6791600942896725,0.925762123589102,0.14252226648295552,0.5467071377730341,0.3919598736155313,-0.30801491519413765,0.9896667474098495,0.7902042197746446,-0.13322150656342965,0.06465068114842937,-0.5946844631116226
